ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,r120,r252,volatility60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate
JNJ,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,207.78,280.50300000000004,166.22400000000002,High,0.8920705694447666,207.78,207.94,205.57,198.71940000000004,173.03024999999997,4.002864285714286,1798524150.6,0.27308772841623336,3.4412249924483587,-0.012123805448580827,0.005370881114820758,0.12059109049724959,0.33818509692793186,0.43822246833252576,0.15435120513018316,Healthcare,,0.5035460992907803,92149000000.0,0.6956195557037469,0.020231479988282897,18679000000.0,0.20270431583630857,0.03745176708681749,27564000000.0,0.863479735308734,5.412409923580288,16.487443272927536,0.75141996,True,
UTHR,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,514.64,694.764,411.712,High,0.8648841074738806,514.64,516.08,508.83,467.16360000000003,361.18552500000004,11.21892857142858,235865103.806,0.4109043185012105,1.0288659397296145,0.00724155478138333,0.05943141816085795,0.227642470360917,0.7722373359964188,0.4312253184270538,0.28120172682542227,Healthcare,,0.15670436187399026,3128400000.0,0.8737961225766104,-0.01644685910722532,1116400000.0,0.35685973660657205,0.04877835045965278,-1140100000.0,-0.7107412397878684,7.31594515279376,14.267940447960909,0.99157,True,
AMG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,291.13,393.0255,232.904,High,0.8547385961352983,291.13,293.735,290.88,259.7666,212.91595,6.5887500000000045,114522067.06600001,0.4228347156930661,0.8868537967896295,0.07226253176678576,0.0940212693998721,0.2210292328985446,0.4504284575528099,0.5949706897496301,0.299436425040344,Financial Services,,0.39634146341463417,2042100000.0,0.5198863636363636,0.004516192160304411,924000000.0,0.45247539297781697,0.11017852194431059,1895500000.0,3.0425361155698236,4.106747712648744,16.503835479935795,0.9806,True,
INCY,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,100.44,135.594,80.352,High,0.849410480783622,100.44,101.51,100.3,98.72840000000001,78.290425,3.3385642857142863,216833455.9705,0.2251682208944435,8.085106382978731,0.028782136638328515,-0.04841307437233533,0.18429430491687304,0.4930875576036866,0.45903544450900635,0.33615665335117045,Healthcare,,1.068627450980392,4813105000.0,0.9275245611209535,-0.0026644418142806048,1172041000.0,0.24351037428022035,0.059832849040460066,-2413739000.0,-1.822680160803206,4.069844210753765,14.791876773280489,1.05618,True,
SCCO,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,148.13,199.9755,118.504,High,0.8475586660015458,148.13,149.515,146.72,135.8888,108.01485000000001,3.984892857142857,150484485.319,0.32519823432782574,1.0818030050083502,0.047225167903852894,0.1472273853779429,0.22058338826631507,0.41737632762415067,0.59262444898398,0.3912155670867449,Basic Materials,,0.37345417123673474,12334600000.0,0.5367305243833832,0.027104601463759037,3480300000.0,0.2821575081478118,0.028299955462129708,3483200000.0,0.49223465797953214,9.970245660824023,17.87123159435805,0.0949,False,
NYT,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,71.01,95.86350000000002,56.80800000000001,High,0.8340969238560503,71.01,71.23,70.61,62.7258,56.5427,1.1780357142857132,129325905.54250002,0.23592021308518793,0.30885862698301114,0.021726618705036005,0.09871576667182436,0.2371080139372823,0.25681415929203544,0.34310573103839626,0.19305320874687748,Communication Services,,-0.3333333333333333,2749233000.0,0.5019056221203417,-0.0029676539224100518,536521000.0,0.19515297539350066,0.04690680060430926,-212084000.0,-0.42461043728188075,4.160440978265575,22.899904598192844,0.99412,True,
GOOG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,315.67,426.15450000000004,252.53600000000003,High,0.833662577857778,315.67,316.29,313.32,292.4618,215.44310000000002,7.404921428571437,7063725421.000999,0.27246744289369984,3.955335138588858,0.05908206401395688,-0.024626127796316788,0.29611989324574006,0.7778215814372607,0.6359349087893864,0.3000536230303661,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.01934547953047783,10623000000.0,0.07317425798267703,9.86316995514648,26.262609470795002,0.60776,True,
AZN,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,92.45,124.80750000000002,73.96000000000001,High,0.831297830794135,92.45,92.61,92.01,87.86380000000001,77.4107,1.4178428571428572,503834643.01900005,0.2138410071802519,1.6646279848960248,0.028822612953483207,-0.008472758472758413,0.2050312825860272,0.32773229929628056,0.41469013006886013,0.27471121492083467,Healthcare,,0.6875000000000002,58127000000.0,0.8156145085906129,-0.011392032366863591,9567000000.0,0.1645878851480379,0.03330344792081351,24489000000.0,1.1995003918495297,4.942067426153079,15.270207351097179,0.16734,False,
GOOGL,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,314.09,424.0215,251.272,High,0.8310080869755969,314.09,315.08,311.92,291.76779999999997,214.36445,7.425935714285706,10810162834.414,0.29211772625907356,4.482559377185783,0.05854003774602301,-0.02890798911699244,0.2920197449609214,0.7766276373098024,0.6409278512094456,0.3068688590506714,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.019367844544650806,10623000000.0,0.07317425798267703,9.85178046183819,26.23236722631775,0.81324995,True,
TKO,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,217.98,294.273,174.38400000000001,High,0.8308314238146487,217.98,218.11,215.57,192.8928,176.60895,5.709485714285707,241109691.889,0.16795684411793382,0.05960295263858781,0.030053870144598704,0.1630562373279265,0.07932263814616736,0.2361347397073834,0.5186010868050717,0.26056230331292435,Communication Services,,0.6785714285714283,4339352000.0,0.607422534230307,-0.0016866539587996332,945867000.0,0.21797425053325933,0.052989780197692356,3181505000.0,3.0213463773696967,4.113514902685931,19.972757726338344,0.97545,True,
