ticker,equity,earnings,long_term_debt,Conservatively_Financed,equity_per_share,Average EPS,SD of EPS,Average Annual Compounding Growth Rate,Average Annual Compounding Years,Compounding Growth Rate from Beginning of Data to Now,Average Return on Equity,percent_retained_earnings_last_year,avg_percent_retained_earnings,Percent Rate of Return from Retained Earnings,Return on Retained Equity,Return on Equity Paid,Percent Annual Growth Rate,Future Equity Per Share,Future Earnings Per Share,Future Stock Price Based On Pe,Shares Outstanding Trend,share_price_for_7_percent_gov_bond,Estimated Initial Return Rate
MMM,4807000000.0,37479000000.0,13088000000.0,No,8.678461816212312,4.282500000000001,9.771349382250131,-0.7137793587229787,4,nan,4.3762170309877515,1.6589441916988166,0.9148832331693665,8.022015773585466,15.67194978419125,1.4580502158087523,6.114480927152834,158182.6526334335,692241.6184612511,-1755789.9017315248,Stagnant,-180.42857142857142,-0.09009201640665375
AOS,1844400000.0,3258100000.0,117300000.0,Yes,12.21330986696776,2.6227062500000002,0.8325190676069752,0.4444640414110639,4,0.14853580450273496,1.5794367614476768,0.7525354969574037,0.6899558560502279,0.25907130807402934,7.238206143548133,3.252618856451868,1.0600532442061228,453.13290710099227,715.6947712969622,9729.533433716257,Stagnant,52.99999999999999,0.04657293283259887
ABT,38603000000.0,37554000000.0,13599000000.0,Maybe,22.071469411092053,3.45898875,0.6035394075656432,0.13400439506771622,4,0.06788679800628672,0.9142981522661602,0.6180001333254437,0.6564478259614279,0.11422066206258134,9.082582579850149,4.7533724201498515,0.3491497753765027,98.65794709978586,90.20277873970679,3493.50206982009,Stagnant,47.147371428571425,0.028240414669302483
ABBV,10360000000.0,-1000000000.0,52194000000.0,No,5.843203609701072,4.646502,1.9635240308479802,0.3108345281208265,4,0.013001101684267047,0.11609315740647266,0.31748271484623813,0.4432910913571901,-0.047917202259024794,8.239011770293466,10.346996229706534,-0.1334813325192831,2.854569595680703,0.33139599739909087,193.13989496400785,Stagnant,39.339614285714276,0.014779802982768837
ACN,28288646000.0,23082423000.0,78628000.0,Yes,44.483196595180914,10.136,1.288124217612572,0.09779794566335476,5,0.07578023966372172,0.7670979267811101,nan,nan,nan,nan,nan,nan,nan,nan,nan,Stagnant,165.28571428571428,0.030884630160706472
ADBE,16518000000.0,33346000000.0,3634000000.0,Yes,35.98692810457516,10.76,0.7240511031688298,0.03265162531058796,4,0.020606545393329512,1.7820636474870437,1,1.0,0.021607806691449807,43.04,0.0,1.7820636474870437,5997.635709339542,10688.168568484167,250834.56202691095,Stagnant,169.57142857142856,0.023910722911845303
AMD,55892000000.0,723000000.0,1717000000.0,Yes,34.39507692307692,1.5225,0.8592838588033642,-0.26931431576462006,4,-0.2912156108646181,-0.24298344690593648,1,1.0,-0.25779967159277506,6.09,0.0,-0.24298344690593648,8.551123228136097,-2.0777813968899275,2526.6149994679754,Stagnant,7.571428571428571,0.003384418769751898
AES,1650000000.0,-1386000000.0,22746000000.0,No,2.317415730337079,-0.2475,0.48509663985643103,36.54332552693209,4,0.516267830630341,-0.6690722016753126,0.3578336557059961,26.62380917948623,-0.08665511265164645,-26.35757108769137,25.367571087691367,0.5316411548447079,19.533905694267855,-13.069593290181718,898.5596861036521,Stagnant,5.285714285714286,0.021739129850094952
AFL,21985000000.0,47993000000.0,7240000000.0,Yes,36.71846946529825,6.97,0.5212005372215188,0.0552932806399001,4,0.039456283823622984,1.6905510736749862,0.8229715489989462,0.8305267839012002,0.05054151624548734,23.155086735165458,4.724913264834539,1.3268986020009814,2504.7931310999884,4234.480717114816,36074.153622861835,Stagnant,111.57142857142856,0.06943456407283766
A,5845000000.0,782000000.0,2735000000.0,No,19.74662162162162,3.68,0.7848885271170677,0.2560260766892839,4,0.16008318658181242,0.0690155534732989,0.8224517637887351,0.8171180007513124,0.16538326916345814,12.027976971059319,2.692023028940682,0.054116698209276316,25.700186183047204,1.7737125737898318,820.2744406964985,Stagnant,60.28571428571428,0.03133120442132156
APD,14312900000.0,17289700000.0,9431300000.0,Maybe,64.26986977997306,9.6275,0.7132452243092836,0.06725391747613989,4,0.04953718368112159,1.213563274946382,0.5965417867435158,0.608345533569943,0.133138258961229,23.427386497778507,15.082613502221493,0.39279584261549566,336.85634247853915,408.79648616471604,10743.276217887558,Stagnant,147.85714285714283,0.031355085324686456
ABNB,8165000000.0,-3425000000.0,1991000000.0,Yes,12.333836858006043,-1.5500000000000003,8.887359000287994,118.18911544449179,4,5.973612095833214,-1.2233735941894903,1,1.0,-3.8129032258064512,-6.200000000000001,-0.0,-1.2233735941894903,-0.006858945641419136,0.008391052981693268,-0.12414509247871366,Stagnant,107.42857142857142,0.05524943035984441
AKAM,4597155000.0,2467980000.0,3538229000.0,Maybe,29.583293113766675,3.58,0.2699999999999999,0.026910166017456365,4,0.011463189863335055,0.34925347739139745,1,1.0,0.011173184357541879,14.32,0.0,0.34925347739139745,132.286110285438,46.201384027771134,3905.204014519891,Stagnant,51.28571428571428,0.033874314835687626
ALB,9412180000.0,6987015000.0,3541002000.0,Maybe,79.92272812186879,10.245,8.677769010523384,6.451403609976719,4,0.39609032725884963,0.6834331604804693,0.893404397068621,0.7330356292193103,0.28472622478386167,30.039800085407336,10.940199914592663,0.6018900540845893,843.0121315521067,576.1424453900335,5888.511917888481,Stagnant,191.57142857142856,0.14316216784603136
ARE,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALGN,3630489000.0,2447174000.0,96968000.0,Yes,47.415225681746946,10.6925,7.1072054107082065,-0.2780547399131867,4,-0.2872387027245945,0.6987475135901051,1,1.0,-0.39116202945990186,42.769999999999996,0.0,0.6987475135901051,670.7520248564409,468.6863096039665,24496.279197630454,Stagnant,83.14285714285714,0.02738179212626395
ALLE,1318300000.0,1578900000.0,1602400000.0,No,14.929784824462061,5.032500000000001,1.0029051550371053,0.24193833688787733,4,0.15885789592591038,1.232165433955602,0.7735849056603774,0.7744798070409264,0.19054242002781643,15.590278515733852,4.539721484266151,0.871531648407621,342.79890548049985,422.3849621308855,8416.688573586256,Stagnant,87.85714285714285,0.04072847682119206
LNT,6777000000.0,3756000000.0,8225000000.0,No,26.754836162652982,2.6525,0.11840080236214605,0.04037171997948463,4,0.02999937378503459,0.5455709698286966,0.6054006968641115,0.6147567274525569,0.07840161861406161,6.52256887827163,4.087431121728371,0.18996859668855334,63.838077307091744,34.82820174842935,1403.5191427420953,Stagnant,39.71428571428571,0.045484293988587485
ALL,15769000000.0,49716000000.0,7942000000.0,Maybe,60.07238095238095,4.0375000000000005,8.605017068547859,-1.172774032536607,4,nan,2.6504155021246647,-0.5084745762711863,0.9646631471310458,-4.941952506596302,15.579309826166392,0.5706901738336098,10.513314825094504,12152811.095544666,32209998.922024213,-1941310323.8124216,Stagnant,-17.142857142857142,-0.006260107385448039
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,10233.163728180589,Stagnant,83.42857142857142,0.0358326184384186
GOOG,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,10344.92602675714,Stagnant,83.42857142857142,0.03544549766149511
MO,-3540000000.0,31094000000.0,25112000000.0,No,-1.992121553179516,2.89898425,1.1897358240912927,0.45725089249878437,4,0.17727604916740947,-5.790103650061616,0.5455755746871394,0.42624692628326377,-0.7771452320149024,4.94273250362437,6.653204496375629,-0.9673721243880398,-7.36647677682554e-08,4.2652664073591687e-07,-7.899758185129619e-07,Stagnant,65.86071428571428,0.09324939579406469
AMZN,201875000000.0,113618000000.0,58314000000.0,Yes,19.240850171559284,2.0275,1.3923543909508098,107.15501217217705,4,0.08457278836425064,0.5791376233404766,1,1.0,0.10086313193588164,8.11,0.0,0.5791376233404766,188.94010915573753,109.42232577014406,12052.457070199322,Stagnant,42.14285714285714,0.015676480576139722
AMCR,3881000000.0,879000000.0,6603000000.0,No,2.693268563497571,0.5875,0.0789319327015372,-0.024742575715575848,4,-0.043767258553575994,0.16675948775958696,0.5738636363636364,0.5619145867272088,-0.18893129770992362,1.320499278808941,1.0295007211910592,0.04292818496781447,3.323163305371809,0.5541690105452587,72.78056940963766,Stagnant,7.2142857142857135,0.04566003443402234
AMTM,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEE,11349000000.0,4136000000.0,15121000000.0,No,43.086560364464695,3.985,0.32299380799018423,0.07549769601860119,4,0.05602075456542921,0.3369776587113074,0.6353111432706222,0.6371619991633293,0.12536443148688045,10.156362266663468,5.783637733336532,0.1435417361708758,84.25621088009665,28.392460674261155,1683.7807889187661,Stagnant,62.7142857142857,0.05003989321804857
AEP,25246700000.0,12800400000.0,37652700000.0,No,48.53209589800821,4.545,0.26177280225416844,-0.009539445042708613,4,-0.01029296514901945,0.5159636105686739,0.5583224115334208,0.5947601403673841,-0.031034482758620793,10.812739351879044,7.367260648120957,0.10779521441458212,80.97043464822544,41.77779781041325,1893.5867492557416,Stagnant,60.85714285714285,0.0427603513174404
AXP,28057000000.0,19612000000.0,47866000000.0,No,38.12092391304348,8.725,2.90880129950466,0.5947156399626438,4,0.31374053921266176,0.6418437337235852,0.8287822878228782,0.8003235978773007,0.27476979742173113,27.93129356591779,6.968706434082206,0.5092455625536192,298.51279853368123,191.59856917513432,7193.546935138272,Stagnant,160.42857142857142,0.04149730323931546
AIG,44866000000.0,37516000000.0,22137000000.0,Maybe,61.864250238517805,5.835,7.974426311654024,632.4886169116565,4,4.87459512251481,0.5741729806872661,0.7819314641744548,0.9564563008655675,0.6574585635359116,22.323690062202346,1.0163099377976534,0.4140450577864349,349.748608332235,200.81620093734256,5351.432221537955,Stagnant,71.71428571428571,0.06535607550528226
AMT,4198200000.0,-3638800000.0,35734000000.0,No,8.986604218665045,4.1275,0.9392117705821197,-0.0010545843204391447,4,-0.04418127115307291,-0.44921515928618605,0.3302180685358255,0.42608094687776893,0.11371841155234656,7.034596432951965,9.475403567048035,0.4619287958697573,60.010427147854635,-26.957593590055584,4144.116405013665,Stagnant,45.42857142857142,0.014480873914461569
AWK,9797000000.0,1659000000.0,11715000000.0,No,50.76165803108808,5.07,1.1467562949467511,0.1715047192503049,4,0.058046684585610464,0.11914598404923638,0.6381039197812215,0.6668413345257986,0.09497313891020723,13.523542264183197,6.756457735816804,0.051573190238455184,65.2729626886241,7.777011371345209,1859.6134672911166,Stagnant,70.0,0.035100284998315634
AMP,4729000000.0,21905000000.0,4984000000.0,No,43.868274582560296,23.4975,6.6808583842198,0.3923241063542732,4,0.18194222336386479,3.8564461376289048,0.8202170963364993,0.8232285521307904,0.15659450126178776,77.37525161477298,16.61474838522701,3.0111539734670685,45550.92698555156,175664.69643884656,979589.82764627,Stagnant,345.4285714285714,0.0465
AME,8730191000.0,9940343000.0,1895432000.0,Yes,37.70994216207577,4.7075,0.7234422921007592,0.1449083080662028,4,0.1066819197003217,1.1663659307720842,0.8507462686567164,0.8464086653076658,0.12313674659753729,15.937875167743348,2.8921248322566537,0.9617403288822448,1095.6288705145969,1277.9041873385252,32372.949537879304,Stagnant,81.42857142857142,0.033843961892709565
AMGN,6232000000.0,-26549000000.0,63170000000.0,No,11.58364312267658,11.870000000000001,0.8935882720806044,0.01433978799254639,4,0.003210314163641481,-4.506275439124308,0.5958254269449716,0.6152922753458288,0.009009009009009016,29.214077233419946,18.26592276658005,-1.4494707622660992,-0.2124968033876828,0.957569125998342,-5.333398903245942,Stagnant,179.42857142857142,0.03984266079523057
APH,8346500000.0,5921100000.0,3983500000.0,Maybe,6.724540766999677,1.3875,0.24526771087935728,0.17620632947401563,4,0.12450861824390191,0.696564126406421,0.7916666666666666,0.7979315051238853,0.1460470730235365,4.428519853437564,1.1214801465624364,0.5132577773520997,53.36139861105825,37.16963600733659,2189.3042637529197,Stagnant,23.07142857142857,0.024373678658801766
ADI,35565122000.0,10356798000.0,5902457000.0,Yes,70.29249800873194,4.675,1.3534862393094358,0.2721558117190302,4,0.18830790293070465,0.33284007068685206,0.6573705179282868,0.6058013182730212,0.47134670487106006,11.328484651705496,7.371515348294503,0.15935979141976553,147.2313005413997,49.00447647951663,5006.756583782299,Stagnant,94.28571428571428,0.02940652258156626
ANSS,5390364000.0,5283342000.0,753891000.0,Yes,61.68452612546632,5.512499999999999,0.393152324169653,0.0479102341822375,4,0.033434072776760804,0.9603490345724147,1,1.0,0.03219954648526077,22.05,0.0,0.9603490345724147,1785.8428873975836,1715.032492810283,101151.25729400376,Stagnant,82.28571428571428,0.017655172413793104
AON,-826000000.0,-3399000000.0,9995000000.0,No,-4.029268292682927,9.7275,2.8794129175927514,0.29217018933694433,4,0.10373728539476756,2.014155236659519,0.8397200933022326,0.8129985904477836,0.13455557374365687,31.633775154323256,7.276224845676741,1.6297073522018883,-506.71444990037014,-1020.6015627578779,-14319.509356135895,Stagnant,179.99999999999997,0.03538629971865925
APA,2655000000.0,-2959000000.0,5186000000.0,No,8.592233009708737,2.5125,9.417259089034346,516.3626696832579,4,5.8587560056730625,-0.632010528855039,0.9025341130604289,0.956131643162164,2.7781964330570195,9.609123013779753,0.4408769862202516,-0.5637588518728535,0.1357497956230244,-0.0857953001236711,0.36737470905127206,Stagnant,132.28571428571428,0.3695131762706036
AAPL,62146000000.0,-214000000.0,95281000000.0,No,3.930170136411294,5.3225,1.1786724523802192,0.2664243458240462,4,0.1679874588227659,0.06330539282841752,0.8663853727144866,0.8522529622091832,0.16049556525411798,18.14446556543351,3.145534434566489,0.053542385817541435,5.101189003946082,0.3229327737868106,193.63815489176434,Stagnant,88.0,0.026343924867479933
AMAT,16349000000.0,43726000000.0,5461000000.0,Yes,19.34792899408284,6.5175,1.5998339757612352,0.295025994177791,4,0.19887323819426017,2.7467908164488017,0.8699360341151385,0.8606808797099792,0.19118982742960947,22.437950534039157,3.632049465960842,2.3361186600679757,7995.4319566819095,21961.779072155143,180877.05735339757,Stagnant,116.57142857142857,0.044203682178776474
APTV,11548000000.0,8162000000.0,6195000000.0,Maybe,40.82296380090498,5.2825,3.58584979467908,1.2174832112332112,4,0.1180339887498949,0.6318095616029156,1,0.9920749279538905,0.18077474892395984,20.962543227665705,0.16745677233429335,0.6318095616029156,472.33692686133696,298.4269866891297,3148.9128457422466,Stagnant,149.99999999999997,0.15
ACGL,17523000000.0,20295000000.0,2726000000.0,Yes,46.25923970432946,6.14,3.4247335662792806,0.7905857323316269,4,0.3709509177586088,1.1533892247301696,1,1.0,0.3485342019543974,24.56,0.0,1.1533892247301696,2141.959073457896,2470.512515139355,19437.291653332737,Stagnant,170.57142857142856,0.11019843256252389
ADM,24132000000.0,23465000000.0,8259000000.0,Yes,44.5239852398524,5.599684,1.7718463417909578,0.32322687384108,4,0.19226898771124112,0.9746292979768261,0.7815533980582524,0.7670632366340453,0.20231378884509327,17.18124693267151,5.217489067328491,0.7022173823932412,636.3105668261735,620.1669210410297,5554.872801818909,Stagnant,92.0,0.11454997972551552
ANET,7219059000.0,5114025000.0,nan,No,22.763362605830324,3.996875,1.8010980808592851,0.484225382097417,4,0.34097080337636765,0.6447642618401547,1,1.0,0.29163408913213446,15.9875,0.0,0.6447642618401547,274.0026233555765,176.6670991901242,16156.412858897756,Stagnant,96.42857142857142,0.016959372463961026
AJG,10775300000.0,4052900000.0,7006000000.0,Maybe,49.13497492020064,4.6421035,0.3876696969009186,0.026337935262988294,4,0.012756833162081538,0.37196441352291465,0.6721311475409836,0.6995277082721891,0.021018881804575142,12.989120091669234,5.579293908330768,0.1905183581458831,117.50902488751439,43.70917552593387,7520.837985934116,Stagnant,64.42857142857142,0.015624459017370966
AIZ,4809500000.0,4028200000.0,2080400000.0,Maybe,89.42405276277559,8.60955375,2.7070005213182333,0.43938885077887696,4,0.14316912020975758,0.7621300637566564,0.8099730458221024,0.7471700035570652,0.21048418733732135,25.731201224048977,8.707013775951024,0.5833275030417003,889.8322198814219,678.1678864709552,14328.371786489322,Stagnant,171.7142857142857,0.062102814830675535
T,103297000000.0,-5015000000.0,127854000000.0,No,14.232157619178837,0.7150000000000001,1.6843618969805745,220.19735258724427,4,3.064813850824943,0.05965435822049805,0.6391953277092797,-1.0995558208127767,-0.7222517259691981,-3.144729647524542,6.004729647524542,0.02598144129603417,16.17961823018938,0.9651847417746179,174.52633877742352,Stagnant,28.14285714285714,0.09270588235294118
ATO,10870064000.0,3666674000.0,6554133000.0,Maybe,74.88023366353002,5.43,0.4661008474568567,0.07669397278222496,4,0.056830270035846064,0.3494545151772982,0.6684931506849314,0.6699154127616407,0.10990009082652136,14.550562765182837,7.169437234817165,0.17615944822462162,168.53814099380128,58.896414349871954,3913.9530607191796,Stagnant,87.14285714285712,0.043060848809166045
ADSK,1145000000.0,-1995000000.0,2281000000.0,No,5.252293577981652,3.955,1.1639265440739806,0.06849907276403851,4,-0.06437822135082427,2.7312106297389454,1,1.0,-0.08154235145385583,15.82,0.0,2.7312106297389454,3798.374861628882,10374.161797813998,258199.70216775063,Distributing More,60.42857142857143,0.014710996293718043
ADP,4547600000.0,23622200000.0,2991300000.0,Maybe,nan,6.78,0.9738326344911634,0.13018192882823598,4,0.09540528426342476,5.33620048480344,0.6156716417910447,0.6142995034852679,0.2492581602373887,16.659802534520466,10.460197465479537,2.0051177579261408,nan,nan,nan,Stagnant,117.85714285714285,0.028433569441822282
AZO,-4349894000.0,-2959278000.0,7668549000.0,No,-227.7073758048474,107.1625,23.82177404707718,0.2314176483313528,4,0.16711519032583944,0.7355844200722271,1,1.0,0.1469263968272483,428.65,0.0,0.7355844200722271,-3585.963072015137,-2637.7785667286767,-83476.28784325717,Buy Back,1951.428571428571,0.042957864618374905
AVB,11783241000.0,478156000.0,7981822000.0,No,83.18925359437577,6.9425,0.8254506345021492,0.052779425598459606,4,0.027299640530374703,0.029361486840549587,0.4984802431610942,0.5177501201299086,0.32057416267942584,14.377920836007563,13.39207916399244,-0.0001790334563448147,83.11481195622716,2.440374457507517,2835.405977082663,Stagnant,93.7142857142857,0.029313196285825578
AVY,2127900000.0,4691800000.0,2622100000.0,No,26.23797780517879,7.78293125,1.3400484544958393,0.0176268513906368,4,-0.015956293496047436,2.1623429415774,0.662735091141069,0.7329780268812299,-0.02076130933706969,22.818870363909056,8.312854636090941,1.0619298129211108,977.9119439097462,2114.580989397474,33641.990173460516,Stagnant,89.26842857142856,0.02906819539710826
AXON,1612034000.0,431249000.0,677113000.0,Maybe,21.36389418999152,0.87,1.379202668210876,109.15619967793879,4,2.931872942217272,0.18725938843276344,1,1.0,0.6839080459770115,3.48,0.0,0.18725938843276344,50.39744051659543,9.437393889714233,9545.489821931145,Stagnant,33.57142857142857,0.005279712351775316
BKR,15368000000.0,-8819000000.0,5873000000.0,No,15.140886699507389,-3.42,6.602219323833464,84.75919639938648,4,5.389750490057277,-0.6944179538571247,0.7121771217712177,-0.979941087151771,-1.0018039687312086,13.405594072236227,-27.085594072236226,-0.41377235592522965,1.0482932278785253,-0.727953638345686,19.85239206174914,Stagnant,27.57142857142857,0.0528043786672105
BALL,3769000000.0,7763000000.0,7504000000.0,No,11.888764817583638,2.25,0.31843366656181316,0.1126162981352928,4,0.05884495518839006,1.987221289620856,0.7377049180327869,0.7548957245484298,0.07540983606557376,6.794061520935868,2.205938479064132,1.280653719977885,733.5563565135747,1457.7388088004823,21599.15938623303,Stagnant,32.14285714285714,0.033962264150943396
BAC,263249000000.0,224672000000.0,302204000000.0,No,32.57830579790855,2.9475,0.6437148048631475,0.25743079030511923,4,0.13318537579490441,0.7815223141249034,0.7711442786069653,0.7762091996502138,0.14336075205640425,9.15150646387602,2.6384935361239785,0.549586659610416,291.0769663206223,227.4831443073493,3910.7600294845556,Stagnant,44.285714285714285,0.07442976918197323
BAX,8402000000.0,16114000000.0,11130000000.0,No,16.604743083003953,1.2875,3.7256970824263207,335.09766825076804,4,0.24716780831435758,2.0214424402745736,0.8190327613104524,0.8820661807254184,3.850000000000003,4.542640830735905,0.6073591692640952,1.5747999201377156,1879.098713839038,3798.4898896195978,13107.160551179355,Stagnant,74.99999999999999,0.14336428599480006
BDX,25797000000.0,15535000000.0,14738000000.0,Maybe,89.45116369386113,5.1425,1.5438162941231057,0.40380378367696684,4,0.15946040884585422,0.5810080047698514,0.5745664739884394,0.5875953162128371,0.31754114446405635,12.08683565449806,8.48316434550194,0.15080489459821095,180.54875440421498,104.90027156007486,8723.374904762546,Stagnant,70.99999999999999,0.020697121971181585
BRK.B,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBY,3053000000.0,2683000000.0,1152000000.0,Maybe,13.972540045766591,7.22,1.6294937864257106,-0.009173220608233223,4,-0.047674517833012575,0.8886216187202329,nan,nan,nan,nan,nan,nan,nan,nan,nan,Stagnant,81.42857142857142,0.061422411773207716
TECH,2068850000.0,1325247000.0,319000000.0,Yes,nan,1.486875,0.35478591696261,0.18747700631678532,4,0.04808578062688751,0.6652000727847172,0.8497652582159625,0.8142022906581023,0.06641671130155331,4.842468123689064,1.1050318763109364,0.5475956400271981,nan,nan,nan,Stagnant,25.857142857142854,0.025834999472933617
BIIB,14799400000.0,17627600000.0,6788200000.0,Maybe,101.64423076923077,16.07,7.02985775105016,-0.06325061575948514,4,-0.24635241644329142,1.2507614332766663,1,1.0,-0.26197884256378345,64.28,0.0,1.2507614332766663,5871.243037106924,7343.524356207504,134562.73919158778,Stagnant,114.57142857142856,0.04363201189556318
