ticker,equity,earnings,long_term_debt,Conservatively_Financed,equity_per_share,Average EPS,SD of EPS,Average Annual Compounding Growth Rate,Average Annual Compounding Years,Compounding Growth Rate from Beginning of Data to Now,Average Return on Equity,percent_retained_earnings_last_year,avg_percent_retained_earnings,Percent Rate of Return from Retained Earnings,Return on Retained Equity,Return on Equity Paid,Percent Annual Growth Rate,Future Equity Per Share,Future Earnings Per Share,Future Stock Price Based On Pe,Shares Outstanding Trend,share_price_for_7_percent_gov_bond,Estimated Initial Return Rate
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
GOOGL,283379000000.0,211247000000.0,11870000000.0,Yes,22.274720955824556,4.770376,1.152847952193393,0.3345725050516579,4,0.18541928079447856,0.7510366619735598,1,1.0,0.15106246342007418,19.081504000000002,0.0,0.7510366619735598,366.6810512897601,275.3909127696171,NA,Stagnant,83.42857142857142,NA
