ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,r120,r252,volatility60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate
JNJ,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,227.25,306.7875,181.8,High,0.8942244716510399,227.25,228.5,225.33,210.0514,179.70120000000003,4.255778571428572,2071590653.9720001,1.1543340161814306,1.1956521739130435,0.03229762878168452,0.09809132640734486,0.220068721142489,0.3110829054404891,0.5034733708236849,0.1657910574280558,Healthcare,,-0.5374449339207048,92149000000.0,0.6956195557037469,0.020231479988282897,18679000000.0,0.20270431583630857,0.034116127286414305,27564000000.0,0.8337652828752874,5.941598064005035,17.39510486938323,0.75337,True,
NYT,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,73.31,98.9685,58.648,High,0.8488284299603172,73.31,73.8,72.57,68.71520000000001,59.267849999999996,1.1392857142857156,101483997.5705,1.3486577249735756,0.6639566395663887,0.014530860780514798,0.05603572457505046,0.2847879425166491,0.27517829187684817,0.35834722994256074,0.1877978407863811,Communication Services,,-0.3333333333333333,2749233000.0,0.5019056221203417,-0.0029676539224100518,536521000.0,0.19515297539350066,0.044948886338307126,-212084000.0,-0.42461043728188075,4.34166430564452,23.897394270471523,0.99399,True,
AMG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,313.09,422.6715,250.47199999999998,High,0.8458896174244953,313.09,315.51,309.7,289.7728,230.52265,8.99334285714286,120267973.733,1.303111251561551,6.259075734666695,-0.021043086736289185,0.08606216178715131,0.22033832241970686,0.48173213440605744,0.6688342838867862,0.2541851828343697,Financial Services,,0.39634146341463417,2042100000.0,0.5198863636363636,0.004516192160304411,924000000.0,0.45247539297781697,0.10387235865272468,1895500000.0,3.0425361155698236,4.356071228637187,17.321080346709472,0.98008,True,
GOOG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,338.53,457.0155,270.824,High,0.8423105730536695,338.53,340.29,332.64,318.6642,235.33149999999998,8.209264285714275,6868259151.3895,1.0417346430339778,1.0984837418563345,0.03075236732332609,0.07880815806246,0.1915035900323805,0.675144737493196,0.7168576934780402,0.27417792787549056,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.017997992954156335,10623000000.0,0.07317425798267703,10.60161279976756,28.223378789940472,0.6078,True,
GOOGL,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,338.0,456.3,270.40000000000003,High,0.8410494002006463,338.0,340.0,332.285,318.0192,234.44535,8.276214285714278,10216975393.576,0.9982184457779463,1.2533232054690526,0.030707773000335337,0.07987220447284349,0.19131538136190596,0.6780855922947078,0.7296965354894838,0.2779670904398961,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.01795387826171519,10623000000.0,0.07317425798267703,10.62766215140203,28.2925469995596,0.81251,True,
ROK,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,421.65,569.2275,337.32,High,0.8403429539048326,421.65,426.39,416.07,402.4562,348.7614,9.276957142857148,282085143.365,0.9713449406747883,1.8459891056380668,0.009118322802986745,0.08373814480684705,0.15666319196795953,0.26534225609939077,0.5118321979204017,0.26207949577535233,Industrials,,-0.2376509316770187,8342000000.0,0.694300518134715,0.2952278266047074,1358000000.0,0.16279069767441862,0.028645285458850527,3179000000.0,1.831221198156682,5.682983955885879,29.13966138248848,0.86666,True,
MNST,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,80.76,109.02600000000001,64.608,High,0.8304681194677804,80.76,80.84,79.53,76.45339999999999,66.833175,1.6357642857142847,435875219.946,1.1047970863918546,2.9793368572801415,-0.015121951219512098,0.05334550671709937,0.21425349571493002,0.2484155201731335,0.6448065173116091,0.21303944855299636,Consumer Defensive,,0.3947368421052632,7975331000.0,0.5573093008680835,-0.0011600389059212013,1944515000.0,0.24381621276910012,0.024643989336948436,-2093880000.0,-0.8417002435606868,9.893536693085215,31.718011306616436,0.70476997,True,
GILD,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,141.95,191.6325,113.56,High,0.8286802220115455,141.95,142.2,138.65,125.47399999999999,115.7229,3.956321428571429,1002884596.5929998,1.2203716222688012,0.1758087201125176,0.04428750091959088,0.15650969529085867,0.16304793117574756,0.18876141026714666,0.48498796945287137,0.2731614617628331,Healthcare,,0.711267605633803,29086000000.0,0.7980435062427597,0.015324332804079743,9162000000.0,0.31499690572784156,0.052017645830195816,17611000000.0,1.2458262140730743,6.055577885168122,13.705682749765877,0.92186,True,
MLI,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,136.14,183.789,108.91199999999999,High,0.8215495807126747,136.14,137.4,134.175,118.8348,96.34609999999999,2.7749857142857133,89899682.08699998,1.2385645880727674,1.0897994768962511,0.025691252919460617,0.1858885017421601,0.26055555555555543,0.5282891782667265,0.7122374544082501,0.19399307163268256,Industrials,,0.5537190082644627,4139698000.0,0.3151497832670269,0.028957727605650296,676457000.0,0.1634073306796776,0.04475876831216729,-1232188000.0,-1.2729675248420556,3.6508451157548207,15.613577297638466,0.93164,True,
TIGO,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,61.03,82.3905,48.824000000000005,High,0.8184316607907017,61.03,62.74,60.4,54.6184,45.042525000000005,2.0180928571428582,65885459.791999996,0.8461532074999485,2.725533949633409,-0.005215973920130401,0.10082972582972594,0.31501831501831523,0.45136741973840677,1.2866242038216558,0.39966036866472016,Communication Services,,5.444444444444445,5594000000.0,0.7795774647887324,0.013311632192437584,895000000.0,0.1599928494815874,0.08776921908577856,6779000000.0,2.6720536740289456,1.8228810868787988,6.691445497931617,0.43775,True,
