ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,r120,r252,volatility60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate
JNJ,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,230.75,311.51250000000005,184.60000000000002,High,0.8962510907400807,230.75,231.19,227.25,210.66639999999998,180.08684999999997,4.105064285714286,2100472865.3495002,0.8474089795029028,0.19031965050391356,0.04180775655785807,0.11285266457680243,0.23488172963716147,0.32752272465769194,0.5094524759599659,0.16761235887771644,Healthcare,,-0.5374449339207048,92149000000.0,0.6956195557037469,0.020231479988282897,18679000000.0,0.20270431583630857,0.03359865719189719,27564000000.0,0.8337652828752874,6.033107653040185,17.650174526251153,0.75337,True,
ROK,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,429.15,579.3525,343.32,High,0.8594356403954091,429.15,429.27,420.0,403.719,349.74189999999993,9.331600000000005,284943710.09000003,0.9163955239765444,0.1000977699148021,0.020813510941960045,0.07677832141512986,0.19258024176740296,0.30140101892285287,0.5381720430107526,0.26190130436212933,Industrials,,-0.2376509316770187,8342000000.0,0.694300518134715,0.2952278266047074,1358000000.0,0.16279069767441862,0.028144669534419315,3179000000.0,1.831221198156682,5.78406854183649,29.625403096774193,0.86666,True,
NYT,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,73.7,99.495,58.96000000000001,High,0.8537170421617407,73.7,74.04,72.51,68.9092,59.39255,1.1650000000000011,103194627.2915,1.399331220538674,0.45921123716910234,0.011667810569663706,0.055571469492982084,0.2761904761904763,0.2792917896198577,0.36304790086924354,0.18710196430222356,Communication Services,,-0.3333333333333333,2749233000.0,0.5019056221203417,-0.0029676539224100518,536521000.0,0.19515297539350066,0.04471102953794777,-212084000.0,-0.42461043728188075,4.3647613890856105,24.024525266935743,0.99399,True,
AMG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,316.32,427.03200000000004,253.056,High,0.8491516649249198,316.32,317.395,310.621,291.09,231.3107,8.79974285714286,118133958.778,0.8937528305632176,5.291995389152536,0.011350193432874134,0.09510126363164262,0.25803372573973915,0.47799271096159224,0.6673870644668176,0.24981265084835258,Financial Services,,0.39634146341463417,2042100000.0,0.5198863636363636,0.004516192160304411,924000000.0,0.45247539297781697,0.10281170043652121,1895500000.0,3.0425361155698236,4.401010692914157,17.468385130016053,0.98008,True,
GOOG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,344.9,465.615,275.92,High,0.844639169464319,344.9,345.165,336.01,319.86300000000006,236.26260000000002,8.225335714285706,6913476764.3015,1.0894206154521329,0.07677487578405782,0.03390389400161875,0.09380946340225793,0.240379774149464,0.7105589446014977,0.7021171593544884,0.2712475643123444,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.017665586940500147,10623000000.0,0.07317425798267703,10.801098945400115,28.75306949897782,0.6078,True,
GOOGL,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,343.69,463.98150000000004,274.952,High,0.8433531756846324,343.69,344.83,335.63,319.2074,235.38225,8.287642857142847,10262595510.0325,1.0298236903424876,0.33059768581619536,0.03129688531476926,0.09056005076947482,0.2383440224832456,0.7099004975124379,0.7110071190322098,0.2744637742488965,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.017668811935685282,10623000000.0,0.07317425798267703,10.799127477696464,28.74783470874976,0.81251,True,
MNST,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,81.1,109.485,64.88,High,0.8423321832973194,81.1,81.2892,79.91,76.6174,66.945475,1.665707142857141,458583739.73899996,1.6952430144214532,2.5708793849111014,-0.0007392804337111869,0.06486344537815114,0.21280095708090307,0.2739553879987433,0.6430307941653159,0.21300344221528839,Consumer Defensive,,0.3947368421052632,7975331000.0,0.5573093008680835,-0.0011600389059212013,1944515000.0,0.24381621276910012,0.02454067347726612,-2093880000.0,-0.8417002435606868,9.935188331117542,31.85154364869304,0.70476997,True,
INCY,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,102.67,138.6045,82.13600000000001,High,0.8419499607653151,102.67,102.86,99.5,101.83519999999999,83.56362500000002,3.5607785714285742,212135635.07950002,0.7755432337476135,8.56710303677977,0.0008773640085786294,0.012324985210017791,-0.002429071123202453,0.29650208359641383,0.3917581672766708,0.3318397941050982,Healthcare,,1.068627450980392,4813105000.0,0.9275245611209535,-0.0026644418142806048,1172041000.0,0.24351037428022035,0.05814719122424296,-2413739000.0,-1.822680160803206,4.187826946638396,15.220685838248789,1.0575,True,
UTHR,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,475.0,641.25,380.0,High,0.8319989102680874,475.0,475.65,466.01,486.203,383.463125,9.47998571428572,164864991.511,1.019327988383839,8.65208946325891,0.003464593544025618,-0.04372684812369143,0.086136327258592,0.581067137103485,0.34828271359636664,0.19434102392795494,Healthcare,,0.15670436187399026,3128400000.0,0.8737961225766104,-0.01644685910722532,1116400000.0,0.35685973660657205,0.05196794005237623,-1140100000.0,-0.7107412397878684,6.866920956399437,13.392229878780224,0.99753,True,
GILD,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,142.89,192.9015,114.312,High,0.8260509724999127,142.89,143.8,140.01,125.7882,115.90895,3.8806071428571443,1024471452.9029999,0.8766249799753877,0.632823365785831,0.037088111482072694,0.17508223684210522,0.16170731707317065,0.18610442433800944,0.4738525012893242,0.27307886229401557,Healthcare,,0.711267605633803,29086000000.0,0.7980435062427597,0.015324332804079743,9162000000.0,0.31499690572784156,0.05167544781478776,17611000000.0,1.2458262140730743,6.095678296912604,13.788192691316167,0.92313004,True,
