ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate,market_rel_strength,sector_rel_strength
MU,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",346.81544999999994,409.2422309999999,319.07021399999996,High,0.9582529598613919,345.09,345.8,326.19,254.2864,155.03025,16.09463571428572,9207042103.802502,1.0342686876401321,0.34940802772163915,0.09406505611565508,0.3085965644078723,0.8448091521436971,Technology,,2.2624113475177303,42312000000.0,0.5604339221578831,0.16317896176235913,4652000000.0,0.10994516921913405,0.011950270994973939,2694000000.0,0.12116578562319433,9.200223933446777,17.629481260900782,0.83514,True,,0.7967291799286056,0.7785557109321457
LRCX,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",219.4518,258.953124,201.895656,High,0.9571993260166675,218.36,219.59,202.72,165.52779999999998,115.76759999999999,7.906442857142862,2184763823.6395,1.3944910889471858,0.5601347966665102,0.1799416405490113,0.2977534767621539,0.5787723230424409,Technology,,0.3478260869565217,19591788000.0,0.5042809465432472,0.016062178500776125,5550038000.0,0.2832838942520203,0.01996908417658649,-2209103000.0,-0.32205084503321235,14.186123497048866,40.5178401353334,0.88365996,True,,0.5306923508273493,0.5125188818308895
FCX,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",56.81265,67.038927,52.267638,High,0.9548354341736695,56.53,56.71,54.57,45.563,41.9551,1.831857142857144,878993497.9625,1.1338299556192335,1.0329131652661,0.08858078182168305,0.2170075349838536,0.34691446271146065,Basic Materials,,1.4210526315789473,26002000000.0,0.3072289156626506,0.02083464004210911,1625000000.0,0.06249519267748635,0.019275596517883232,4980000000.0,0.5208115247864855,3.2421924073532806,9.337323090406603,0.85893,True,,0.2988344904963691,0.23964023322339448
W,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",116.50965,137.48138699999998,107.188878,High,0.9533611371180527,115.93,117.49,108.07,102.8892,69.78405000000001,5.006435714285715,266148121.35,1.274046060375266,1.3277725763894699,0.08793168168168175,0.24241774729396637,0.4637626262626262,Consumer Cyclical,,0.2549019607843137,12241000000.0,0.29964709656721206,-0.003266552559327396,286000000.0,0.023364104239849685,0.019107397156174516,2434000000.0,608.5,1.2227779665060043,4350.506272,1.12964,True,,0.4156826540475347,0.39260582773063346
HII,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",388.92494999999997,458.93144099999995,357.810954,High,0.9332763538752606,386.99,391.04,380.94,326.067,268.91085,12.691300000000004,185482643.758,0.9548742616534976,1.0356996726677605,0.10647605432451757,0.19759237482205871,0.3255805987531686,Industrials,,0.16825396825396835,12012000000.0,0.12343358395989974,-0.002943831329958277,555000000.0,0.0462037962037962,0.03551340892949707,2614000000.0,2.4613935969868175,1.301023968031968,17.17693022975518,0.96967006,True,,0.27750062653807706,0.24486769472870262
AA,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",63.98835,75.50625299999999,58.869282,High,0.9276074622968606,63.67,63.785,60.646,45.080799999999996,33.8943,2.608707142857142,373269449.11,1.0392422152517298,2.057454909048943,0.12610541209763015,0.4262992831541219,0.780979020979021,Basic Materials,,0.15789473684210525,12868000000.0,0.1001669449081803,-0.10619063906908292,519000000.0,0.040332608019894314,0.030522985074788657,1093000000.0,0.5347358121330724,1.3213847833385142,8.853512422700588,0.82194,True,,0.7328990487639295,0.6737047914909549
AMTM,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",33.79815,39.881817,31.094298000000002,High,0.9066986702510683,33.63,33.78,32.59,27.061999999999998,23.769325,0.9702714285714283,57246111.58050001,1.2866038057415092,0.44404973357015565,0.10334645669291342,0.13614864864864873,0.43411513859275064,Industrials,,2.1999999999999997,14393000000.0,0.1062420382165605,0.001525909723022037,516000000.0,0.035850760786493435,0.061565938758350515,3730000000.0,3.649706457925636,0.5823148563885222,11.850545722113504,1.00484,True,,0.3860351663776591,0.3534022345682847
KLAC,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",1406.9999999999998,1660.2599999999995,1294.4399999999998,High,0.9015435155845845,1400.0,1404.46,1336.0,1219.164,961.4141500000001,42.85813571428571,1136367077.5184999,1.2370246296187724,0.49539080435261784,0.09849584533178501,0.13002558700793432,0.36490820992288264,Technology,,0.37500000000000006,12524317000.0,0.6127141012731424,-0.00025428125699566984,3872546000.0,0.3092021704656629,0.020591211397623165,4141908000.0,0.7361085866674189,15.016220488191093,34.15993165120835,0.94715,True,,0.3168282377077911,0.2986547687113312
SNDK,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",379.29705,447.570519,348.95328600000005,High,0.9006501167505168,377.41,384.0,334.5401,238.97259999999997,105.467025,27.460692857142863,2878940762.9485,1.8957943476756474,1.7161458333333268,0.37120331347187907,0.620759254487675,1.964961898028125,Technology,,0.03846185798826395,7780000000.0,0.29766031195840553,0.02753903339171826,516000000.0,0.06632390745501285,0.00904489482599662,97000000.0,0.18267419962335216,7.332745015938303,107.61912659887005,0.87539,True,,1.9168819258130334,1.8987084568165735
CRL,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",222.01454999999999,261.97716899999995,204.253386,High,0.8991956779004057,220.91,222.37,216.875,186.25560000000002,159.7192,5.301785714285714,129509041.28999999,1.7887793289274385,0.6565633853487467,0.09134472878174105,0.133743905568386,0.2984776347498972,Healthcare,,1.2606635071090049,4023704000.0,0.33715611851297506,0.01971796565832118,543670000.0,0.1351167978559059,0.0504831768656881,2421541000.0,2.7365415380060005,2.6764717722774836,14.906775022851177,1.07903,True,,0.25039766253480567,0.18661772863553594
