,ticker,price,trailing_eps,pe,future_price,upside,expected_5y_cagr,avg_roe,avg_retained,eps_cagr,percent_growth,equity,long_term_debt,debt_to_equity,avg_eps,sd_eps,earnings_vol,conservatively_financed,shares_trend,buyback_flag,quality_pass,score
16,ODFL,144.88999938964844,5.51,26.295825660553255,472.4973639149063,2.2610764435455133,0.26669540714281426,0.2861747634000001,0.9158834169644479,0.17865410085861178,0.2621027201517845,4244588000.0,39987000.0,0.009420702315513308,4.925999999999999,1.169082546272931,0.23732897813092393,Yes,Buy Back,1.0,True,0.7920318725099601
17,CTAS,202.3699951171875,15.4,13.140908773843345,876.307518777934,3.33022453882299,0.34060885402258156,0.35492592955662233,0.9269348907406583,0.13545081666301595,0.3289932277345943,4684481000.0,2424999000.0,0.5176665248508853,12.7625,1.7954995822890076,0.14068556962107798,Maybe,Distributing More,0.0,True,0.7919322709163347
18,TSCO,60.61000061035156,2.05,29.56585395626906,371.0821644466064,5.122457691960976,0.4367630766500601,0.484070105951532,0.9061973292782822,-0.24886673037877372,0.4386630371967334,2270334000.0,1832000000.0,0.8069297292821233,7.421999999999999,2.9810293524217437,0.40164771657528214,Maybe,Distributing More,0.0,True,0.7917330677290838
19,NVR,8414.8203125,540.88,15.55764737557314,32325.630678626872,2.8415116993773446,0.3088818094966177,0.3565575717854458,1.0,0.22005339581810612,0.3565575717854458,4210072000.0,911118000.0,0.21641387605722656,429.416,115.63541716965439,0.2692853018277251,Yes,Stagnant,0.0,True,0.7901394422310757
20,EW,77.56999969482422,6.98,11.113180472037852,319.9954643935944,3.1252477201562465,0.3276695858630816,0.3646631588218454,1.0,0.5164230348731873,0.3646631588218454,9998400000.0,597700000.0,0.05977956473035686,3.096,1.986580982492282,0.6416605240608145,Yes,Distributing More,0.0,True,0.7866533864541834
21,ADP,293.5,10.02,29.291417165668665,2361.3162675225226,7.0453705878109805,0.5174319034089485,0.7658511092660661,0.6185969631943056,0.1499481923529684,0.4737531704509788,6188000000.0,3974700000.0,0.6423238526179703,7.428,1.561504402811596,0.2102186864312865,Maybe,Stagnant,0.0,True,0.7860557768924304
22,STLD,130.64999389648438,9.89,13.210312830787094,792.00356693854,5.062025288466942,0.4339154651451991,0.3120234564142609,0.8785580651562137,0.3952079622929856,0.2741307241506672,8934287000.0,2804017000.0,0.3138489954486575,12.790000000000001,6.204105092597964,0.48507467494901985,Yes,Distributing More,0.0,True,0.7828685258964143
23,GWW,1004.0599975585938,38.84,25.851184283176973,5846.83259883685,4.823190459786889,0.4224342437312134,0.545285777942213,0.7949269073374031,0.31777371171926827,0.43346233707467335,3358000000.0,2279000000.0,0.6786777843954735,27.654000000000003,9.857033225063208,0.3564414994237075,Maybe,Stagnant,0.0,True,0.7822709163346613
24,AMAT,167.8000030517578,8.68,19.331797586608044,705.5454775653757,3.2046809578886037,0.33274361210704084,0.3845728639393606,0.8587407821993558,0.21753276514975717,0.33024840199193295,19001000000.0,5460000000.0,0.2873532971948845,6.95,1.6720645920537878,0.2405848333890342,Yes,Distributing More,0.0,True,0.7810756972111553
25,ADSK,319.04998779296875,5.17,61.71179647833051,972.810366688051,2.0490844817687526,0.24978092396906182,0.32254838309833717,1.0,-0.016242930443751247,0.32254838309833717,2621000000.0,1987000000.0,0.7581075925219382,4.198,1.1489020846007723,0.2736784384470634,Maybe,Buy Back,1.0,True,0.7798804780876495
26,TPL,937.1699829101562,19.75,47.45164470431171,2831.9351805158276,2.0217945859959503,0.24753571530242113,0.3784631674686163,0.6931757023509325,0.19374516818684961,0.2623414719240167,1132465000.0,453000.0,0.0004000123624129664,17.0575,3.244347584560647,0.19020064983500787,Yes,Buy Back,1.0,True,0.7730079681274902
27,NUE,141.35000610351562,8.47,16.688312408915657,962.7190116919533,5.810887655617927,0.46771165634290734,0.2566100276678453,0.8357824341220391,0.374940061289913,0.21447015354435556,20294000000.0,5492000000.0,0.2706218586774416,16.2,9.639995850621514,0.5950614722605873,Yes,Distributing More,0.0,True,0.7694223107569722
28,CPRT,48.400001525878906,1.42,34.08450811681613,176.16503076062543,2.639773248073806,0.2948362988991855,0.2340100189880646,1.0,0.1730236553610871,0.2340100189880646,7524011000.0,10903000.0,0.0014490941068533792,1.1219999999999999,0.2354060322081828,0.20980929786825564,Yes,Distributing More,0.0,True,0.7667330677290837
29,AMP,497.0799865722656,33.67,14.763290364486652,2431.415351898998,3.8913965912516533,0.37368316333492135,0.5711358027393272,0.7268895084155392,0.2839347476420395,0.4151526228917039,5228000000.0,4762000000.0,0.9108645753634277,25.532000000000004,7.229374523428704,0.28314955833576305,Maybe,Distributing More,0.0,True,0.7602589641434263
30,EMR,135.10000610351562,3.44,39.27325758823129,1179.5147166364604,7.7306784851859955,0.5424446874512796,0.30169322351657046,0.7105945156315717,0.011519533384954483,0.21438155003408488,21636000000.0,7155000000.0,0.3306988352745424,7.8109302,7.633700349515676,0.9773100199404773,Yes,Stagnant,0.0,True,0.7596613545816735
31,SWKS,74.45999908447266,3.72,20.016128786148563,295.3502872729299,2.9665631332853466,0.31729448684443784,0.19346354751827033,0.7349046378564723,-0.06367979636951526,0.14217725832734288,6336700000.0,994300000.0,0.15691132608455505,6.33,1.942977097137277,0.3069474087104703,Yes,Buy Back,1.0,True,0.7585657370517928
32,GOOGL,240.8000030517578,8.13,29.61869656233183,624.5015389610602,1.5934448963724854,0.20997223559088285,0.25712501308918656,1.0,0.28763096290187407,0.25712501308918656,325084000000.0,10883000000.0,0.033477501199689924,5.442300800000001,1.693864949788312,0.3112405969527285,Yes,Buy Back,1.0,True,0.752788844621514
33,GOOG,241.3800048828125,8.13,29.690037500960944,626.0057417496956,1.593444896372485,0.20997223559088285,0.25712501308918656,1.0,0.28763096290187407,0.25712501308918656,325084000000.0,10883000000.0,0.033477501199689924,5.442300800000001,1.693864949788312,0.3112405969527285,Yes,Buy Back,1.0,True,0.7524900398406376
34,PHM,137.10000610351562,14.82,9.251012557592148,398.8135776237903,1.9089245796434988,0.2380736833243169,0.2545208216860503,0.943041377094406,0.29993073291198136,0.24002366618201262,12121964000.0,2145492000.0,0.17699211117934355,10.062000000000001,3.3838404217693245,0.3362989884485514,Yes,Buy Back,1.0,True,0.75199203187251
