ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate,market_rel_strength,sector_rel_strength
AMG,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",327.75059999999996,386.7457079999999,301.530552,High,0.9578551255629343,326.12,327.525,321.22,279.16380000000004,223.2334,7.3226071428571435,126495109.95899999,0.8112481671188458,0.42897488741316625,0.058728045969548504,0.20113439652314846,0.36566164154103853,Financial Services,,0.39634146341463417,2042100000.0,0.5198863636363636,0.004516192160304411,924000000.0,0.45247539297781697,0.09972218280533865,1895500000.0,3.0425361155698236,4.537359494637872,17.915315929373996,0.98184997,True,,0.3353170810679196,0.29668051080976404
AMTM,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",34.974,41.26931999999999,32.17608,High,0.9571428571428572,34.8,35.0,34.41,28.316799999999997,24.177775,0.942792857142857,54045303.254999995,1.3758411710869665,0.5714285714285795,0.03479036574487049,0.21381234740146482,0.522975929978118,Industrials,,2.1999999999999997,14393000000.0,0.1062420382165605,0.001525909723022037,516000000.0,0.035850760786493435,0.06084059310330506,3730000000.0,3.649706457925636,0.5892572533870631,11.948316681017612,1.0051,True,,0.4926313695049991,0.4349931313850539
MU,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",364.56374999999997,430.18522499999995,335.39865,High,0.9558175008884394,362.75,365.81,352.04,266.0782,161.37725,17.218921428571434,10026502943.854,1.475297432148281,0.8364998223121298,0.05117505578254966,0.6085047889322455,0.7932176578179841,Technology,,2.2624113475177303,42312000000.0,0.5604339221578831,0.16317896176235913,4652000000.0,0.10994516921913405,0.011394184070485014,2694000000.0,0.12116578562319433,9.649235832860654,18.483965026074372,0.83487,True,,0.7628730973448652,0.7611589568869457
KLAC,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",1575.6590999999999,1859.2777379999998,1449.606372,High,0.9557251444977045,1567.82,1581.34,1535.1,1246.0882000000001,981.2934999999999,57.3203857142857,1280389065.0535,1.6308244662364078,0.8549711004591032,0.11987142857142863,0.33770754765277045,0.3663752908674167,Technology,,0.37500000000000006,12524317000.0,0.6127141012731424,-0.00025428125699566984,3872546000.0,0.3092021704656629,0.01875709756847358,4141908000.0,0.7361085866674189,16.48454241584591,37.42819295240028,0.94675004,True,,0.33603073039429776,0.33431658993637825
AMAT,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",328.64504999999997,387.8011589999999,302.35344599999996,High,0.9539728096676737,327.01,330.185,320.17,260.14889999999997,199.59177499999998,11.979735714285724,2027781987.6825001,1.598488534445295,1.2054380664652595,0.08576266684374789,0.31715471059733336,0.44694690265486714,Technology,,0.6413793103448275,28368000000.0,0.4801470588235294,-0.008691596060413143,5698000000.0,0.20086012408347434,0.021872476163458086,-191000000.0,-0.021350324472707526,9.183236620417372,29.120283945383004,0.85466003,True,,0.4166023421817482,0.4148882017238287
RGLD,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",266.44559999999996,314.4058079999999,245.12995199999997,High,0.9534629698225302,265.12,265.48,254.56,212.93579999999997,186.4111,8.753114285714293,226985767.5845,0.9059318792584884,0.1356034352870324,0.08123980424143573,0.19267623374870668,0.4358752166377817,Basic Materials,,0.3150684931506849,857707000.0,0.7353372899376359,0.028015063019497743,-607170000.0,-0.7078990844192714,-0.027135344192530327,597346000.0,1.15452380768309,26.08771347791262,44.401117256414814,0.76411,True,,0.4055306561646628,0.2930553721348748
MTSI,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",221.78339999999997,261.70441199999993,204.04072799999997,High,0.94967093438658,220.68,225.335,218.28,176.2987,139.216425,8.764757142857146,263084125.01875,1.0362952423515885,2.065813122684004,0.26200211591799394,0.31115204087695325,0.5829567462879277,Technology,,1.2565217391304346,967258000.0,0.5448596699467779,-0.0024114991844932376,153201000.0,0.1583869040111325,0.009264578459729212,425848000.0,2.205929034652534,17.095964452090342,87.86490171347282,0.9557,True,,0.5526121858148088,0.5508980453568892
LRCX,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",224.07479999999998,264.408264,206.14881599999998,High,0.9456035196236442,222.96,225.69,219.0,171.28460000000004,119.34215,10.093500000000002,2534546499.168,1.1086647119678006,2.879296075271153,0.021066129327715677,0.43863724351529254,0.5372311086596802,Technology,,0.3478260869565217,19591788000.0,0.5042809465432472,0.016062178500776125,5550038000.0,0.2832838942520203,0.01973980189092344,-2209103000.0,-0.32205084503321235,14.350898545860133,40.98846405788811,0.88411003,True,,0.5068865481865612,0.5051724077286417
FCX,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",59.00355,69.62418899999999,54.283266,High,0.9435282490528744,58.71,58.85,57.7,47.38,42.46105000000001,1.9637857142857145,981098255.2025,1.2092316457083438,3.2943501894251357,0.03856359455156544,0.2277289836888332,0.4212055192447348,Basic Materials,,1.4210526315789473,26002000000.0,0.3072289156626506,0.02083464004210911,1625000000.0,0.06249519267748635,0.019275596517883232,4980000000.0,0.5208115247864855,3.2421924073532806,9.337323090406603,0.8597,True,,0.39086095877161586,0.2783856747418279
WDC,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",222.61754999999997,262.68870899999996,204.80814599999997,High,0.9405406108989934,221.51,229.99,216.83,175.25419999999997,100.56535,14.84051428571429,1785265945.157,0.9769576381504794,3.8918778202013184,0.10500848049486167,0.3323108384458078,0.8244790379705131,Technology,,0.8834355828220859,12002000000.0,0.4354151880766501,0.0484324957863399,1940000000.0,0.16163972671221463,0.025548963251096114,2635000000.0,0.8974795640326976,6.3266648091984665,26.760092316076296,1.06739,True,,0.7941344774973942,0.7924203370394747
