ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,r120,r252,volatility60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate
JNJ,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,218.01,294.31350000000003,174.40800000000002,High,0.8945073580012236,218.01,218.675,210.5,205.7942,177.16515000000004,4.217092857142857,1680221563.6924999,1.8589127903160036,0.9540684203352972,0.020407208050549963,0.0564035470271842,0.13269600457214104,0.3034198254214995,0.482758620689655,0.17471695942961618,Healthcare,,0.5035460992907803,92149000000.0,0.6956195557037469,0.020231479988282897,18679000000.0,0.20270431583630857,0.035453128496488164,27564000000.0,0.8373365025323874,5.717529719736514,16.84237931599128,0.75086,True,
NEM,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,118.91,160.5285,95.128,High,0.8687713271380055,118.91,121.4496,118.17,98.12280000000001,74.2788175,3.7485428571428585,885478177.783,1.7418105261908525,2.0910731694464264,0.03733752071883445,0.1739559680126368,0.33741986278258906,0.908361418712887,1.853611711063115,0.4421230753877089,Basic Materials,,0.34677419354838707,21503000000.0,0.5304127443881246,0.055949261002119055,6122000000.0,0.2847044598428126,0.04582748613136726,12000000.0,0.000979671815062372,6.2125262342928895,10.907008924324318,0.80237997,True,
NYT,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,70.89,95.70150000000001,56.712,High,0.8603193918735486,70.89,71.14,69.97,67.3804,58.3855,1.1485714285714284,96296377.5465,1.1611514932949194,1.9773230088495475,-0.005889777029869592,0.0014126289023872474,0.2443391258557135,0.3783783783783783,0.3669494793675281,0.19449631022986458,Communication Services,,-0.3333333333333333,2749233000.0,0.5019056221203417,-0.0029676539224100518,536521000.0,0.19515297539350066,0.046235484435840586,-212084000.0,-0.42461043728188075,4.220848505746876,23.232399788861596,0.99218005,True,
MNST,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,81.6,110.16,65.28,High,0.8581977059447228,81.6,81.76,79.885,75.0374,66.007025,1.5715357142857127,379669800.262,1.7745966192669043,0.19569471624267465,0.040418207318627886,0.07002360346184089,0.16754900558019736,0.33682830930537344,0.6511533791987048,0.22547804227255552,Consumer Defensive,,0.3947368421052632,7975331000.0,0.5573093008680835,-0.0011600389059212013,1944515000.0,0.24381621276910012,0.02459526285930286,-2093880000.0,-0.8417002435606868,9.913137101394287,31.780848893583286,0.69731003,True,
AMG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,327.96,442.746,262.368,High,0.8545013328753878,327.96,331.73,321.5,281.788,224.8139,8.094207142857142,118211690.016,1.1717240583817718,1.1364664034003673,0.055076566722429554,0.1751048049016446,0.37250470809792846,0.5577827388020709,0.7537967914438501,0.2804655463145791,Financial Services,,0.39634146341463417,2042100000.0,0.5198863636363636,0.004516192160304411,924000000.0,0.45247539297781697,0.09891537636939303,1895500000.0,3.0425361155698236,4.57436861270261,18.03662623434992,0.98204005,True,
INCY,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,104.67,141.30450000000002,83.736,High,0.8449066064348166,104.67,105.429,101.0,102.3932,81.80522500000001,4.102564285714287,198560139.00300002,0.8234159347212042,6.786000534330754,0.011988784685294407,0.019281332164767795,0.1719852200201546,0.34970986460348175,0.4551647435006254,0.3746998873605672,Healthcare,,1.068627450980392,4813105000.0,0.9275245611209535,-0.0026644418142806048,1172041000.0,0.24351037428022035,0.05692193169925429,-2413739000.0,-1.822680160803206,4.27797102120149,15.548315097190802,1.05817,True,
SCCO,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,184.06,248.48100000000002,147.24800000000002,High,0.8359739352677893,184.06,191.22,181.5,146.3668,113.85480000000001,7.009285714285714,295188635.3135,2.02035834711676,3.744378203116827,0.055571485920743235,0.2781944444444444,0.4338241022045648,1.0329136293351002,0.8758662861801874,0.3680197789233427,Basic Materials,,0.37345417123673474,12334600000.0,0.5367305243833832,0.027104601463759037,3480300000.0,0.2821575081478118,0.02409797418555576,3483200000.0,0.49223465797953214,11.70876464449597,20.901619923683686,0.09491,False,
GOOG,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,328.38,443.31300000000005,262.704,High,0.8329928256507081,328.38,332.725,319.5401,311.6608,229.02915000000002,8.178185714285709,5748539394.8025,1.2837647653521123,3.7573270808909713,-0.023927711559611264,0.06406143676484888,0.2942103811137824,0.6631888168557536,0.6622627182991647,0.29135774147681187,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.018413553019603332,10623000000.0,0.07317425798267703,10.362353874332321,27.588080386357376,0.60632,True,
GOOGL,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,328.38,443.31300000000005,262.704,High,0.8326465555840872,328.38,332.4799,319.3518,310.9874,228.07659999999998,8.23804999999999,8857781893.09,1.2905024194310803,3.5566389614966707,-0.02259130279489252,0.06908451621304845,0.29753437648174486,0.6708899404671043,0.6754081632653062,0.29569314037540895,Communication Services,,0.33488372093023266,385477000000.0,0.5957927031833193,0.005396049822506632,73552000000.0,0.19080775247291018,0.018366180380586607,10623000000.0,0.07317425798267703,10.389081916814751,27.659050707272677,0.81171995,True,
IVZ,Buy,1+ year,Long-term compounding: trend + FCF-positive names with stable margins and sane leverage/valuations.,29.17,39.37950000000001,23.336000000000002,High,0.8297971381098248,29.17,29.55,28.335,26.0102,20.53235,0.8717142857142862,138830042.4795,1.0524547594310725,1.285956006768186,0.030742049469964616,0.08037037037037043,0.2861552028218697,0.3580074487895717,0.6959302325581398,0.3221848736153814,Financial Services,,0.43478260869565216,6278100000.0,0.34168495488905143,-0.01645992994456852,1325700000.0,0.2111626128924356,0.10189076149011872,100800000.0,0.0801590436858136,2.072441208645928,10.426873016572616,0.95699,True,
