ticker,equity,earnings,long_term_debt,Concervatively_Financed,Average Annual Compounding Rate,Average Annual Compounding Years,SD of EPS,Shares Outstanding Trend,Percent Rate of Return from Retained Earnings,Average Return on Equity,share_price_for_7_percent_gov_bond,Estimated Initial Return Rate,Percent Annual Growth Rate,Future Equity Per Share,Future Earnings Per Share,Future Stock Price Based On Pe
AMCR,3881000000.0,879000000.0,6603000000.0,No,-0.024742575715575848,3,0.0789319327015372,Stagnant,-0.18893129770992362,nan,7.2142857142857135,0.04566003443402234,nan,nan,nan,nan
AEE,11349000000.0,4136000000.0,15121000000.0,No,0.07549769601860119,3,0.32299380799018423,Stagnant,0.12536443148688045,nan,62.7142857142857,0.052299259856043126,nan,nan,nan,nan
AAL,-5202000000.0,-7689000000.0,29270000000.0,No,1.13452524483364,3,7.8798044867877275,Stagnant,-0.9766052762568442,nan,18.0,0.11688311977840077,nan,nan,nan,nan
AEP,25246700000.0,12800400000.0,37652700000.0,No,-0.009539445042708613,3,0.26177280225416844,Stagnant,-0.031034482758620793,nan,60.85714285714285,0.04116737400274313,nan,nan,nan,nan
AXP,28057000000.0,19612000000.0,47866000000.0,No,0.5947156399626438,3,2.90880129950466,Stagnant,0.27476979742173113,nan,160.42857142857142,0.04468940387615394,nan,nan,nan,nan
AIG,44866000000.0,37516000000.0,22137000000.0,Maybe,-1.097623398421052,3,7.974426311654024,Stagnant,0.6574585635359116,nan,71.71428571428571,0.06810473561730765,nan,nan,nan,nan
AMT,4198200000.0,-3638800000.0,35734000000.0,No,-0.0010545843204391447,3,0.9392117705821197,Stagnant,0.11371841155234656,nan,45.42857142857142,0.01358974358974359,nan,nan,nan,nan
AWK,9797000000.0,1659000000.0,11715000000.0,No,0.1715047192503049,3,1.1467562949467511,Stagnant,0.09497313891020723,nan,70.0,0.03381409065053552,nan,nan,nan,nan
AMP,4729000000.0,21905000000.0,4984000000.0,No,0.3923241063542732,3,6.6808583842198,Stagnant,0.15659450126178776,nan,345.4285714285714,0.05509729938269459,nan,nan,nan,nan
AME,8730191000.0,9940343000.0,1895432000.0,Yes,0.1449083080662028,3,0.7234422921007592,Stagnant,0.12313674659753729,nan,81.42857142857142,0.03445566253013849,nan,nan,nan,nan
AMGN,6232000000.0,-26549000000.0,63170000000.0,No,0.01433978799254639,3,0.8935882720806044,Stagnant,0.009009009009009016,nan,179.42857142857142,0.03868185872438972,nan,nan,nan,nan
APH,8346500000.0,5921100000.0,3983500000.0,Maybe,0.17620632947401563,3,0.24526771087935728,Stagnant,0.1460470730235365,nan,23.07142857142857,0.026098900648406052,nan,nan,nan,nan
ADI,35565122000.0,10356798000.0,5902457000.0,Yes,0.2721558117190302,3,1.3534862393094358,Stagnant,0.47134670487106006,nan,94.28571428571428,0.030196274780783627,nan,nan,nan,nan
ANSS,5390364000.0,5283342000.0,753891000.0,Yes,0.0479102341822375,3,0.393152324169653,Stagnant,0.03219954648526077,nan,82.28571428571428,0.01852507038780969,nan,nan,nan,nan
AON,-826000000.0,-3399000000.0,9995000000.0,No,0.29217018933694433,3,2.8794129175927514,Stagnant,0.13455557374365687,nan,179.99999999999997,0.03606285088793492,nan,nan,nan,nan
APA,2655000000.0,-2959000000.0,5186000000.0,No,0.6286105852796914,3,9.417259089034346,Stagnant,2.7781964330570195,nan,132.28571428571428,0.356840066580063,nan,nan,nan,nan
AAPL,62146000000.0,-214000000.0,95281000000.0,No,0.2664243458240462,3,1.1786724523802192,Stagnant,0.16049556525411798,nan,88.0,0.027506140138165117,nan,nan,nan,nan
AMAT,16349000000.0,43726000000.0,5461000000.0,Yes,0.295025994177791,3,1.5998339757612352,Stagnant,0.19118982742960947,nan,116.57142857142857,0.04545961002785515,nan,nan,nan,nan
APTV,11548000000.0,8162000000.0,6195000000.0,Maybe,1.2174832112332112,3,3.58584979467908,Stagnant,0.18077474892395984,nan,149.99999999999997,0.14893617021276595,nan,nan,nan,nan
ACGL,17523000000.0,20295000000.0,2726000000.0,Yes,0.7905857323316269,3,3.4247335662792806,Stagnant,0.3485342019543974,nan,170.57142857142856,0.10660714285714286,nan,nan,nan,nan
ADM,24132000000.0,23465000000.0,8259000000.0,Yes,0.32322687384108,3,1.7718463417909578,Stagnant,0.20231378884509327,nan,92.0,0.10727969566811027,nan,nan,nan,nan
ANET,7219059000.0,5114025000.0,nan,No,0.484225382097417,3,1.8010980808592851,Stagnant,0.29163408913213446,nan,96.42857142857142,0.020894599148927488,nan,nan,nan,nan
AJG,10775300000.0,4052900000.0,7006000000.0,Maybe,0.026337935262988294,3,0.3876696969009186,Stagnant,0.021018881804575142,nan,64.42857142857142,0.015287616862841484,nan,nan,nan,nan
AIZ,4809500000.0,4028200000.0,2080400000.0,Maybe,0.43938885077887696,3,2.7070005213182333,Stagnant,0.21048418733732135,nan,171.7142857142857,0.061774076918944834,nan,nan,nan,nan
T,103297000000.0,-5015000000.0,127854000000.0,No,-2.948212801152963,3,1.6843618969805745,Stagnant,-0.7222517259691981,nan,28.14285714285714,0.09539951750082458,nan,nan,nan,nan
ATO,10870064000.0,3666674000.0,6554133000.0,Maybe,0.07669397278222496,3,0.4661008474568567,Stagnant,0.10990009082652136,nan,87.14285714285712,0.046303322799819725,nan,nan,nan,nan
ADSK,1145000000.0,-1995000000.0,2281000000.0,No,0.06849907276403851,3,1.1639265440739806,Distributing More,-0.08154235145385583,2.7312106297389454,60.42857142857143,0.016739216664361043,2.7312106297389454,3851.3754410934707,10518.917543830006,230080.98397419736
ADP,4547600000.0,23622200000.0,2991300000.0,Maybe,0.13018192882823598,3,0.9738326344911634,Stagnant,0.2492581602373887,nan,nan,nan,nan,nan,nan,nan
AZO,-4349894000.0,-2959278000.0,7668549000.0,No,0.2314176483313528,3,23.82177404707718,Buy Back,0.1469263968272483,0.7355844200722271,1951.428571428571,0.04345848087756812,0.7355844200722271,-3617.588327244675,-2661.0416117563323,-83242.40180958461
