ticker,action,horizon,thesis,entry,target,stop,conviction,score,close,high,low,sma50,sma200,atr14,adv20_dollar,vol_ratio20,prox_52w_high_pct,r5,r20,r60,sector,revenue_growth,eps_growth,revenue_ttm,gross_margin,gross_margin_trend,fcf_ttm,fcf_margin,fcf_yield,net_debt,net_debt_to_ebitda,ps_ratio,ev_to_ebitda,inst_percent,inst_trending_up,dilution_rate,market_rel_strength,sector_rel_strength
KLAC,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",1693.1335499999998,1997.8975889999997,1557.6828659999999,High,0.957448844007441,1684.71,1693.35,1608.21,1305.2782,1018.15485,66.84071428571426,1709828296.7665,1.3042901350587253,0.5102311985118182,0.12314000000000003,0.3546496200699554,0.39377368168506055,Technology,,0.37500000000000006,12524317000.0,0.6127141012731424,-0.00025428125699566984,3872546000.0,0.3092021704656629,0.017455676486419904,4141908000.0,0.7361085866674189,17.713559867256635,40.163798884098576,0.94573,True,,0.37620924453876836,0.3667817000147273
AMAT,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",343.04669999999993,404.7951059999999,315.60296399999993,High,0.9552698781195589,341.34,344.6,328.88,275.4826,207.1416,13.378214285714295,2332255973.86975,0.9772838802993964,0.946024376088232,0.07075301535517653,0.3129976535754122,0.4643500643500642,Technology,,0.6413793103448275,28368000000.0,0.4801470588235294,-0.008691596060413143,5698000000.0,0.20086012408347434,0.021031349023357078,-191000000.0,-0.021350324472707526,9.550510709531867,30.284919705395676,0.85263,True,,0.446785627203772,0.437358082679731
MTSI,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",228.86864999999997,270.065007,210.559158,High,0.9533064725760333,227.73,230.6175,217.17,185.3569,144.300525,10.740521428571435,308737584.47375,0.6037759657099696,1.338705484793347,0.01533728654866473,0.3022816949734086,0.537365827313846,Technology,,1.2565217391304346,967258000.0,0.5448596699467779,-0.0024114991844932376,153201000.0,0.1583869040111325,0.008968443308403665,425848000.0,2.205929034652534,17.660467771783743,90.69333380188932,0.95921,True,,0.5198013901675538,0.5103738456435127
MU,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",437.96894999999995,516.8033609999999,402.93143399999997,High,0.9499709923320817,435.79,444.71,417.7,291.7762,174.59075,20.68926428571428,13101041675.219501,1.1913175729697998,2.0058015335836745,0.09610644398611612,0.48921846700611704,0.947490727085847,Technology,,2.2624113475177303,42312000000.0,0.5604339221578831,0.16317896176235913,4652000000.0,0.10994516921913405,0.009484476729698195,2694000000.0,0.12116578562319433,11.592117557194177,22.18133004749713,0.83495003,True,,0.9299262899395548,0.9204987454155138
AMTM,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",37.30559999999999,44.02060799999999,34.32115199999999,High,0.9491934633632052,37.12,37.94,35.84,30.3906,24.881774999999998,1.0470142857142852,62697965.2765,1.5796900816571051,2.1613073273589887,0.04386951631046099,0.26689419795221836,0.6564033913431502,Industrials,,2.1999999999999997,14393000000.0,0.1062420382165605,0.001525909723022037,516000000.0,0.035850760786493435,0.057038056895180544,3730000000.0,3.649706457925636,0.6285410607934413,12.501557228962819,1.04503,True,,0.638838954196858,0.5686097734059046
WDC,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",279.80205,330.166419,257.417886,High,0.9477198514469906,278.41,285.42,268.35,188.93829999999997,109.17244999999998,16.03192142857143,2120482315.4845002,1.681105870174884,2.4560297106019164,0.14435447408442603,0.5813359082131093,0.8534718061380735,Technology,,0.8834355828220859,12002000000.0,0.4354151880766501,0.0484324957863399,1940000000.0,0.16163972671221463,0.020327396586813342,2635000000.0,0.8974795640326976,7.951816457257124,33.40350855585831,1.07509,True,,0.8359073689917813,0.8264798244677403
STX,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",448.8028499999999,529.5873629999999,412.89862199999993,High,0.9476922068845012,446.57,457.84,434.0,298.3728,198.4045,24.01199285714286,1631080572.0325,1.9794679489092042,2.461558623099769,0.2886907338469975,0.594437303627535,0.7452321400656559,Technology,,0.6560509554140127,9558000000.0,0.39444655762647396,0.03608780748552293,1218000000.0,0.12743251726302574,0.012518613159167004,3882000000.0,1.3611500701262271,10.179443652646997,35.47584938008415,0.95388,True,,0.7276677029193637,0.7182401583953226
LRCX,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",249.41084999999995,294.30480299999994,229.45798199999996,High,0.9472076732258915,248.17,251.3799,236.815,182.55219999999997,125.90695000000001,11.718028571428572,2924460465.2205,1.2431443642095608,1.2769119567634504,0.1244676030811056,0.4280699735297502,0.5760828146830939,Technology,,0.2233009708737864,19591788000.0,0.5042809465432472,0.016062178500776125,5550038000.0,0.2832838942520203,0.017874211063206618,-2209103000.0,-0.300823080025002,15.848749533631132,42.28285101336347,0.88462996,True,,0.5585183775368017,0.5490908330127606
FTI,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",56.1996,66.31552799999999,51.703632,High,0.9465140726127904,55.92,56.93,55.22,47.614200000000004,38.291275,1.341428571428571,168204709.551,1.5594933177565604,1.7741085543650061,0.036131183991106264,0.2374419119274176,0.35235792019347034,Energy,,0.23076923076923075,9782900000.0,0.22808144146866619,0.026185508413182013,1541000000.0,0.1575197538562185,0.06704652315098467,462300000.0,0.2627749720961741,2.34940973003915,13.327085132988532,1.0340899,True,,0.33479348304717815,0.21284104850850943
MLI,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",138.06689999999998,162.91894199999996,127.02154799999998,High,0.9411346959166008,137.38,137.64,135.09,118.20819999999999,96.0341,2.7317714285714283,88792097.15799999,1.4521533268691158,0.1888985759953436,0.03200120192307687,0.18013916330212187,0.29762916784735993,Industrials,,0.5537190082644627,4139698000.0,0.3151497832670269,0.028957727605650296,676457000.0,0.1634073306796776,0.044354771752907134,-1232188000.0,-1.2729675248420556,3.684098107639736,15.755790440817925,0.93154997,True,,0.28006473070106774,0.20983554991011438
RGLD,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",293.43989999999997,346.2590819999999,269.964708,High,0.9367021964741867,291.98,306.2499,286.16,230.05180000000001,191.41375,10.140657142857142,253210213.76,1.0594953735733474,4.659560705162681,0.01441823298474798,0.2976888888888889,0.6704616968934152,Basic Materials,,0.3150684931506849,857707000.0,0.7353372899376359,0.028015063019497743,-607170000.0,-0.7078990844192714,-0.02463909199227525,597346000.0,1.15452380768309,28.730729388940514,48.782545114380476,0.78533995,True,,0.652897259747123,0.4653666608332123
LUV,Buy,3-4 month,"Medium-term trend with revenue/EPS growth, sector leadership, and supportive ownership.",48.74249999999999,57.51614999999999,44.84309999999999,High,0.9338391552728554,48.5,49.12,42.675,39.723800000000004,33.8055,1.7753999999999996,428653113.6415,3.5127437050589023,1.2622149837133498,0.14278982092365688,0.1751877877392778,0.6006600660066006,Industrials,,3.346153846153846,27551000000.0,0.16664268240034538,0.0001277751465496857,-250000000.0,-0.009074080795615403,-0.009814850795272643,2356000000.0,1.1492682926829267,0.9245255974737759,13.574441334634146,0.98046994,True,,0.5830956288603084,0.512866448069355
